state,county,pop2018,65plus2018,dens2019,cases,first_case,deaths,first_death,stay_home_date,r_percent,d_percent,g_percent,l_percent,poverty,obesity
Alabama,Autauga County,55601,8653,93.54,609.0,2020-03-24,23.0,2020-04-08,2020-04-04,73.4357893029,23.9568549532,0.425773488504,2.18158225538,10.45,0.305
Alabama,Baldwin County,218022,44571,137.14,2283.0,2020-03-14,21.0,2020-04-18,2020-04-04,77.3514719949,19.5653098098,0.481453927091,2.60176426825,12.05,0.266
Alabama,Barbour County,24881,4832,28.11,357.0,2020-04-03,0.0,,2020-04-04,52.2714148219,46.6602502406,0.173243503369,0.895091434071,24.85,0.373
Alabama,Bibb County,22400,3690,35.99,492.0,2020-03-31,0.0,,2020-04-04,76.9661636946,21.4220393233,0.194330132602,1.41746684957,12.25,0.343
Alabama,Blount County,57840,10548,89.7,478.0,2020-03-25,0.0,,2020-04-04,89.851875197,8.46990230066,0.350614560353,1.32760794201,12.2,0.304
Alabama,Bullock County,10138,1661,16.28,186.0,2020-03-26,0.0,,2020-04-04,24.2288874708,75.0904062965,0.212720697724,0.467985534993,28.8,0.421
Alabama,Butler County,19680,3995,25.33,262.0,2020-03-25,1.0,2020-04-26,2020-04-04,56.3154864709,42.7864133564,0.149683362119,0.748416810593,23.5,0.383
Alabama,Calhoun County,114277,20247,188.62,1540.0,2020-03-18,25.0,2020-04-17,2020-04-04,69.2396994259,27.8558763931,0.553022627491,2.35140155353,18.5,0.332
Alabama,Chambers County,33615,6562,56.35,5104.0,2020-03-19,254.0,2020-03-29,2020-04-04,56.6337639715,41.8275511685,0.319349687908,1.21933517201,18.15,0.354
Alabama,Cherokee County,26032,5980,47.03,245.0,2020-03-25,0.0,,2020-04-04,83.8712748738,14.51013996,0.238027230315,1.38055793583,16.1,0.314
Alabama,Chilton County,44153,7411,63.73,882.0,2020-03-25,4.0,2020-04-23,2020-04-04,82.5417693783,15.9353601753,0.284853464804,1.23801698165,17.8,0.383
Alabama,Choctaw County,12841,2953,14.06,330.0,2020-03-26,0.0,,2020-04-04,56.4391854706,42.7765547606,0.0825536598789,0.701706108971,20.75,0.389
Alabama,Clarke County,23920,4753,19.31,442.0,2020-04-01,6.0,2020-04-21,2020-04-04,54.9551638837,44.1558441558,0.131416202845,0.757575757576,27.65,0.36
Alabama,Clay County,13275,2751,21.98,362.0,2020-03-25,4.0,2020-04-23,2020-04-04,79.5800365186,18.7766281193,0.243457090688,1.39987827145,18.25,0.353
Alabama,Cleburne County,14987,2915,26.76,306.0,2020-03-25,5.0,2020-04-22,2020-04-04,87.8444580527,10.471524801,0.306184935701,1.37783221066,16.75,0.313
Alabama,Coffee County,51909,8801,76.45,1017.0,2020-03-26,1.0,2020-04-23,2020-04-04,77.1461999708,20.4455711013,0.497245649101,1.9109832789,16.65,0.299
Alabama,Colbert County,54762,10914,92.39,323.0,2020-03-25,20.0,2020-04-10,2020-04-04,67.8875984732,29.62722326,0.43043937302,2.05473889385,14.85,0.322
Alabama,Conecuh County,12277,2762,14.44,144.0,2020-04-01,0.0,,2020-04-04,52.1626165368,46.9050894085,0.152835090937,0.779458963778,29.8,0.363
Alabama,Coosa County,10715,2481,16.46,446.0,2020-03-26,13.0,2020-04-14,2020-04-04,64.6371816963,34.0800306337,0.26804518476,1.01474248516,18.05,0.343
Alabama,Covington County,36986,7790,35.89,422.0,2020-03-27,1.0,2020-04-26,2020-04-04,83.5883171071,15.039828044,0.22758882286,1.14426602605,18.55,0.338
Alabama,Crenshaw County,13824,2629,22.7,117.0,2020-03-26,0.0,,2020-04-04,72.1529110685,26.5994881638,0.22392834293,1.02367242482,19.8,0.357
Alabama,Cullman County,83442,15446,113.57,933.0,2020-03-20,0.0,,2020-04-04,87.8105048554,10.0059016042,0.354096249799,1.82949729063,16.65,0.324
Alabama,Dale County,48956,8270,87.25,306.0,2020-04-01,0.0,,2020-04-04,74.1150561315,23.6772842026,0.333028952033,1.87463071386,14.5,0.353
Alabama,Dallas County,38310,6921,39.14,461.0,2020-03-25,22.0,2020-04-16,2020-04-04,30.880939669,68.4783769354,0.128136679124,0.512546716498,31.9,0.414
Alabama,DeKalb County,71385,12322,91.86,841.0,2020-03-26,19.0,2020-04-17,2020-04-04,83.4892279384,14.1148508779,0.598021927471,1.79789925631,20.45,0.324
Alabama,Elmore County,81887,12400,132.41,1283.0,2020-03-13,9.0,2020-04-18,2020-04-04,74.8380978187,22.8586912343,0.30348191302,1.99972903401,12.75,0.306
Alabama,Escambia County,36748,6596,38.88,278.0,2020-03-27,5.0,2020-04-22,2020-04-04,67.586932229,30.8814829422,0.249786366923,1.28179846184,23.6,0.369
Alabama,Etowah County,102501,19487,191.56,1967.0,2020-03-25,134.0,2020-04-03,2020-04-04,73.9108432626,23.8073331186,0.374936743801,1.90688687491,16.55,0.318
Alabama,Fayette County,16433,3472,26.18,76.0,2020-03-31,0.0,,2020-04-04,81.8081991215,16.5690580771,0.292825768668,1.3299170327,17.0,0.364
Alabama,Franklin County,31363,5296,49.47,402.0,2020-03-23,0.0,,2020-04-04,79.1802593057,18.3772480134,0.451693851945,1.99079882894,18.95,0.343
Alabama,Geneva County,26314,5341,45.8,58.0,2020-04-08,0.0,,2020-04-04,85.4876061412,13.054292821,0.197272493353,1.26082854447,16.2,0.34
Alabama,Greene County,8233,1837,12.72,562.0,2020-03-27,0.0,,2020-04-04,17.235705471,82.3940765117,0.102838338132,0.267379679144,31.0,0.479
Alabama,Hale County,14726,2829,22.87,474.0,2020-03-31,11.0,2020-04-18,2020-04-04,39.6004993758,59.5755305868,0.149812734082,0.674157303371,25.15,0.416
Alabama,Henry County,17209,3910,30.63,312.0,2020-04-03,3.0,2020-04-24,2020-04-04,70.1384557815,28.5144068854,0.212049395036,1.13508793813,15.35,0.346
Alabama,Houston County,104722,18639,180.6,1256.0,2020-03-23,21.0,2020-04-17,2020-04-04,72.7266238401,25.0939804901,0.3426124197,1.83678325006,16.4,0.349
Alabama,Jackson County,51736,10373,47.99,768.0,2020-03-20,49.0,2020-03-26,2020-04-04,80.0721674284,17.6232860236,0.433004570604,1.87154197739,17.6,0.3
Alabama,Jefferson County,659300,104547,593.21,17264.0,2020-03-13,333.0,2020-04-01,2020-04-04,45.0220777564,52.2493114704,0.520145737321,2.2084650358,15.35,0.322
Alabama,Lamar County,13844,2998,22.89,182.0,2020-03-20,0.0,,2020-04-04,83.9561390853,14.932910114,0.216418987159,0.894531813591,17.8,0.313
Alabama,Lauderdale County,92387,18563,138.3,633.0,2020-03-20,44.0,2020-03-26,2020-04-04,71.4580166439,25.4476592894,0.566820395228,2.52750367145,17.85,0.322
Alabama,Lawrence County,32957,6151,47.72,231.0,2020-03-25,0.0,,2020-04-04,73.3912329891,24.6939752445,0.211994802708,1.70279696369,13.0,0.377
Alabama,Lee County,163941,19481,269.84,6679.0,2020-03-15,234.0,2020-03-31,2020-04-04,59.5148089062,36.3928001665,0.627731150725,3.46465977665,19.7,0.32
Alabama,Limestone County,96174,14608,171.75,1053.0,2020-03-13,0.0,,2020-04-04,73.1573604061,23.7055837563,0.507614213198,2.62944162437,13.15,0.338
Alabama,Lowndes County,9974,1880,13.93,504.0,2020-03-26,4.0,2020-04-23,2020-04-04,26.2282804074,73.1276213301,0.164769322948,0.479328939485,26.55,0.438
Alabama,Macon County,18439,3756,30.29,439.0,2020-03-29,32.0,2020-04-07,2020-04-04,15.9350708733,82.727480567,0.548696844993,0.788751714678,27.7,0.392
Alabama,Madison County,366519,55125,457.24,5158.0,2020-03-17,80.0,2020-03-26,2020-04-04,55.9336063158,39.1508280399,0.782577615019,4.13298802932,11.65,0.3
Alabama,Marengo County,19066,3737,19.52,603.0,2020-03-26,29.0,2020-04-08,2020-04-04,47.7164778955,51.2148337596,0.118743149434,0.949945195469,24.7,0.416
Alabama,Marion County,29763,6321,40.09,1254.0,2020-03-21,72.0,2020-04-03,2020-04-04,87.3063816605,11.0904584882,0.20136307311,1.40179677819,18.0,0.33
Alabama,Marshall County,96109,16375,169.85,3095.0,2020-03-25,42.0,2020-04-07,2020-04-04,83.5607035607,14.0511940512,0.45188045188,1.93622193622,20.1,0.315
Alabama,Mobile County,413757,67041,336.55,12610.0,2020-03-19,408.0,2020-03-30,2020-04-04,55.7492334151,41.8815450434,0.463929198773,1.90529234272,19.15,0.339
Alabama,Monroe County,21067,4275,20.54,187.0,2020-03-28,8.0,2020-04-19,2020-04-04,56.6617574865,42.3171330388,0.157093765341,0.864015709377,25.2,0.359
Alabama,Montgomery County,225763,34173,287.47,4276.0,2020-03-13,42.0,2020-03-31,2020-04-04,35.8753119316,62.0363321068,0.517066362137,1.57128959946,18.35,0.353
Alabama,Morgan County,119089,20803,205.47,1143.0,2020-03-24,0.0,,2020-04-04,74.7974635434,22.4360384869,0.436078494129,2.33041947551,15.2,0.285
Alabama,Perry County,9140,1774,12.7,136.0,2020-04-04,0.0,,2020-04-04,26.6983824929,72.7497621313,0.11417697431,0.437678401522,26.3,0.389
Alabama,Pickens County,19938,3793,22.62,702.0,2020-03-25,5.0,2020-04-22,2020-04-04,57.4468085106,41.8369496524,0.200126395618,0.516115441331,26.55,0.385
Alabama,Pike County,33338,4987,49.6,762.0,2020-03-25,0.0,,2020-04-04,58.9712092131,38.6871401152,0.368522072937,1.97312859885,28.85,0.36
Alabama,Randolph County,22725,4625,39.14,941.0,2020-03-27,56.0,2020-04-04,2020-04-04,75.982230997,22.6061204344,0.187561697927,1.22408687068,20.7,0.342
Alabama,Russell County,57781,8280,90.12,756.0,2020-03-25,0.0,,2020-04-04,48.129180602,50.0470317726,0.355351170569,1.46843645485,22.55,0.365
Alabama,Shelby County,215707,33087,274.65,6154.0,2020-03-15,140.0,2020-03-31,2020-04-04,73.4275461656,23.1100314491,0.482823965809,2.97959841948,6.9,0.296
Alabama,St. Clair County,88690,14738,140.43,1225.0,2020-03-17,0.0,,2020-04-04,83.2406357909,14.6295173577,0.34267337955,1.78717347181,10.95,0.329
Alabama,Sumter County,12691,2286,14.04,690.0,2020-03-31,5.0,2020-04-23,2020-04-04,24.7379126897,74.1511500548,0.219058050383,0.891879205132,37.5,0.401
Alabama,Talladega County,79828,14370,108.34,953.0,2020-03-19,12.0,2020-04-21,2020-04-04,62.0025287495,36.4501174062,0.316093684147,1.23126016015,18.7,0.384
Alabama,Tallapoosa County,40497,8731,56.52,3313.0,2020-03-23,154.0,2020-03-30,2020-04-04,70.0767401643,28.4857328145,0.264807609166,1.17271941202,17.4,0.351
Alabama,Tuscaloosa County,208911,27743,158.16,3207.0,2020-03-13,0.0,,2020-04-04,58.3798404073,38.8529886914,0.477309443384,2.28986145787,20.1,0.332
Alabama,Walker County,63711,12311,80.54,2107.0,2020-03-19,0.0,,2020-04-04,82.7822042882,15.3404233492,0.324864070034,1.55250829258,17.75,0.36
Alabama,Washington County,16378,3130,15.16,338.0,2020-03-20,26.0,2020-04-01,2020-04-04,71.0197833255,27.8615167216,0.259067357513,0.859632595384,19.85,0.359
Alabama,Wilcox County,10627,2066,11.96,814.0,2020-03-25,5.0,2020-04-21,2020-04-04,28.4987694832,71.0254306809,0.114848236259,0.360951599672,37.5,0.416
Alabama,Winston County,23660,5101,38.6,168.0,2020-03-27,0.0,,2020-04-04,89.9561189664,8.49341784495,0.282788883471,1.26767430522,21.85,0.357
Alaska,Aleutians East Borough,3515,324,0.5,0.0,,0.0,,2020-03-28,,,,,10.4,0.323
Alaska,Aleutians West Census Area,5723,394,1.3,0.0,,0.0,,2020-03-28,,,,,12.35,0.3
Alaska,Anchorage Municipality,291538,32333,,4117.0,2020-03-12,101.0,2020-03-27,2020-03-28,,,,,7.85,0.257
Alaska,Bethel Census Area,18216,1402,0.45,20.0,2020-04-07,0.0,,2020-03-28,,,,,18.4,0.315
Alaska,Bristol Bay Borough,877,127,1.82,0.0,,0.0,,2020-03-28,,,,,5.3,0.311
Alaska,Denali Borough,2059,245,0.16,0.0,,0.0,,2020-03-28,,,,,5.35,0.247
Alaska,Dillingham Census Area,5000,470,0.27,0.0,,0.0,,2020-03-28,,,,,18.2,0.318
Alaska,Fairbanks North Star Borough,98971,10204,13.5,2034.0,2020-03-16,39.0,2020-04-04,2020-03-28,,,,,7.8,0.291
Alaska,Haines Borough,2474,546,1.06,0.0,,0.0,,2020-03-28,,,,,5.9,0.296
Alaska,Hoonah-Angoon Census Area,2151,483,0.33,0.0,,0.0,,2020-03-28,,,,,13.8,
Alaska,Juneau City and Borough,32113,4298,,530.0,2020-03-23,0.0,,2020-03-28,,,,,6.6,0.26
Alaska,Kenai Peninsula Borough,58533,10188,3.65,436.0,2020-03-18,2.0,2020-04-04,2020-03-28,,,,,9.6,0.275
Alaska,Ketchikan Gateway Borough,13918,2162,2.87,503.0,2020-03-17,0.0,,2020-03-28,,,,,8.8,0.292
Alaska,Kodiak Island Borough,13345,1379,2.02,11.0,2020-04-16,0.0,,2020-03-28,,,,,10.75,0.301
Alaska,Kusilvak Census Area,8303,496,0.49,0.0,,0.0,,2020-03-28,,,,,,
Alaska,Lake and Peninsula Borough,1587,162,0.07,0.0,,0.0,,2020-03-28,,,,,21.75,0.315
Alaska,Matanuska-Susitna Borough,107610,12814,4.35,361.0,2020-03-23,13.0,2020-04-14,2020-03-28,,,,,10.1,0.298
Alaska,Nome Census Area,10008,774,0.44,12.0,2020-04-15,0.0,,2020-03-28,,,,,23.9,0.356
Alaska,North Slope Borough,9872,673,0.11,0.0,,0.0,,2020-03-28,,,,,13.3,0.356
Alaska,Northwest Arctic Borough,7671,561,0.22,0.0,,0.0,,2020-03-28,,,,,19.45,0.297
Alaska,Petersburg Borough,3221,615,,32.0,2020-04-03,2.0,2020-04-04,2020-03-28,,,,,,
Alaska,Prince of Wales-Hyder Census Area,6422,1096,1.22,29.0,2020-04-11,0.0,,2020-03-28,,,,,13.55,
Alaska,Sitka City and Borough,8647,1361,,0.0,,0.0,,2020-03-28,,,,,6.85,0.282
Alaska,Skagway Municipality,1148,167,2.65,0.0,,0.0,,2020-03-28,,,,,10.05,
Alaska,Southeast Fairbanks Census Area,6918,1005,0.28,24.0,2020-04-03,0.0,,2020-03-28,,,,,10.8,0.317
Alaska,Valdez-Cordova Census Area,9164,1256,0.27,0.0,,0.0,,2020-03-28,,,,,7.5,0.283
Alaska,Wrangell City and Borough,2503,548,0.98,0.0,,0.0,,2020-03-28,,,,,9.05,
Alaska,Yakutat City and Borough,604,118,0.08,0.0,,0.0,,2020-03-28,,,,,3.85,0.316
Alaska,Yukon-Koyukuk Census Area,5327,810,0.04,25.0,2020-04-02,0.0,,2020-03-28,,,,,23.85,0.29
Arizona,Apache County,71818,10986,6.41,3307.0,2020-03-21,0.0,,2020-03-31,28.4849134466,65.3625596227,1.74714614931,4.40538078139,35.6,0.318
Arizona,Cochise County,126770,28326,20.41,483.0,2020-03-21,0.0,,2020-03-31,58.0248916495,35.439312119,1.84949127402,4.68630495747,16.0,0.247
Arizona,Coconino County,142854,17855,7.67,7146.0,2020-03-18,0.0,,2020-03-31,36.8870885174,56.3288744463,2.0721582942,4.71187874202,18.0,0.233
Arizona,Gila County,53889,15506,11.33,139.0,2020-03-28,0.0,,2020-03-31,63.8938218525,31.5263108702,0.953360127115,3.6265071502,19.1,0.263
Arizona,Graham County,38072,5310,8.24,98.0,2020-03-14,0.0,,2020-03-31,67.2166848145,27.6488818159,0.971605662116,4.16282770751,19.45,0.339
Arizona,Greenlee County,9483,1248,5.15,44.0,2020-03-30,0.0,,2020-03-31,58.3410422448,33.6725254394,1.8193031144,6.16712920136,14.15,0.342
Arizona,La Paz County,21098,8287,4.69,128.0,2020-03-26,0.0,,2020-03-31,68.5662137497,26.7288582438,1.11539241533,3.58953559116,20.0,0.312
Arizona,Maricopa County,4410824,669285,479.4,58094.0,2020-01-26,0.0,,2020-03-31,49.1262415407,45.6797128628,1.1395800435,4.05446555302,13.65,0.228
Arizona,Mohave County,209550,63526,15.72,1083.0,2020-03-26,0.0,,2020-03-31,73.6712989796,22.220275243,0.892315572389,3.21611020502,15.8,0.271
Arizona,Navajo County,110445,20010,11.1,9881.0,2020-03-17,0.0,,2020-03-31,51.3005168178,43.384450281,1.79050523878,3.52452766246,24.5,0.317
Arizona,Pima County,1039073,205255,113.08,18599.0,2020-03-09,0.0,,2020-03-31,40.7523519661,54.2321530538,1.39399382418,3.62150115589,16.05,0.241
Arizona,Pinal County,447138,91129,83.33,5311.0,2020-03-06,0.0,,2020-03-31,57.4137839134,38.0971163584,1.02872981184,3.46036991632,13.7,0.314
Arizona,Santa Cruz County,46511,8421,37.62,366.0,2020-03-19,0.0,,2020-03-31,24.4539729331,71.5797936487,1.31984456653,2.64638885167,23.65,0.201
Arizona,Yavapai County,231993,73278,28.56,1686.0,2020-03-19,0.0,,2020-03-31,63.4425522742,32.0165984048,1.2330243587,3.30782496228,13.2,0.234
Arizona,Yuma County,212128,39828,38.47,614.0,2020-03-21,0.0,,2020-03-31,50.5066365711,44.9863833755,1.07460928875,3.43237076474,20.4,0.311
Arkansas,Arkansas County,17769,3484,17.97,47.0,2020-03-29,0.0,,,61.5842859443,31.2188053454,1.03042988247,2.02865883111,18.65,0.354
Arkansas,Ashley County,20046,4081,21.66,243.0,2020-03-29,0.0,,,66.0398366943,29.7909192132,0.420635902511,1.92997649388,19.4,0.38
Arkansas,Baxter County,41619,12860,75.09,116.0,2020-03-27,0.0,,,74.2777496199,21.0998479473,0.699442473391,2.28585909782,15.35,0.285
Arkansas,Benton County,272608,36557,321.51,1685.0,2020-03-19,0.0,,,62.9178922076,28.8889349186,0.979742325697,3.99353742906,11.45,0.276
Arkansas,Boone County,37480,7743,63.53,100.0,2020-03-19,0.0,,,75.941110697,18.1699590011,0.832401540564,2.3543297304,16.0,0.273
Arkansas,Bradley County,10897,2067,16.78,193.0,2020-03-18,8.0,2020-04-19,,59.2278203724,36.0624315444,0.438116100767,1.99890470975,32.65,0.34
Arkansas,Calhoun County,5277,1137,8.4,0.0,,0.0,,,68.6395759717,28.0918727915,0.132508833922,1.94346289753,13.85,0.342
Arkansas,Carroll County,28223,6544,44.79,50.0,2020-04-01,0.0,,,63.0868107303,31.0543964232,1.95603576751,2.20752608048,17.8,0.287
Arkansas,Chicot County,10438,2122,16.19,152.0,2020-03-26,0.0,,,41.091954023,56.2739463602,0.359195402299,0.838122605364,35.95,0.368
Arkansas,Clark County,22061,3687,25.47,847.0,2020-03-19,0.0,,,51.7107583774,42.3985890653,0.799529688419,2.30452674897,25.1,0.326
Arkansas,Clay County,14847,3179,23.22,23.0,2020-04-06,0.0,,,63.0043347783,33.3277759253,0.583527842614,1.66722240747,19.1,0.32
Arkansas,Cleburne County,24965,6687,45.09,2274.0,2020-03-16,114.0,2020-03-24,,78.2551113318,17.3909444582,0.521480009933,1.8955384488,16.75,0.288
Arkansas,Cleveland County,8018,1683,13.41,238.0,2020-03-16,0.0,,,73.3890214797,21.5692124105,0.238663484487,1.76014319809,16.0,0.349
Arkansas,Columbia County,23537,4101,30.73,110.0,2020-03-22,0.0,,,61.3930460223,35.332508158,0.450095645325,1.31652976257,21.3,0.335
Arkansas,Conway County,20891,4095,37.83,150.0,2020-03-22,30.0,2020-03-28,,61.1538947103,33.5184951395,0.542860749905,2.15881833102,16.85,0.357
Arkansas,Craighead County,108558,15030,153.48,980.0,2020-03-19,11.0,2020-04-15,,64.3938538018,29.5842277709,0.855835498814,2.89797762965,18.45,0.341
Arkansas,Crawford County,63406,10547,106.79,104.0,2020-03-23,0.0,,,74.3427219569,19.9794670357,0.772218006517,2.58001160559,18.8,0.359
Arkansas,Crittenden County,48342,6838,79.2,2830.0,2020-03-19,68.0,2020-04-06,,43.7460676985,52.6487982887,0.597709827608,1.5225871398,26.8,0.381
Arkansas,Cross County,16676,3130,27.05,197.0,2020-03-23,0.0,,,66.6909514789,29.0689202972,0.349701296809,1.52994317354,16.5,0.365
Arkansas,Dallas County,7182,1665,10.76,23.0,2020-04-04,0.0,,,54.4239797761,42.0729505237,0.433369447454,0.93896713615,18.85,0.33
Arkansas,Desha County,11512,2188,14.99,211.0,2020-03-16,0.0,,,45.0376293509,52.3753527752,0.0940733772342,1.03480714958,28.8,0.369
Arkansas,Drew County,18328,3207,22.13,179.0,2020-03-25,17.0,2020-04-10,,60.1972685888,35.8725341426,0.652503793627,1.63884673748,23.45,0.323
Arkansas,Faulkner County,124806,15582,192.61,1725.0,2020-03-18,39.0,2020-04-02,,61.8060852615,30.775913213,1.07424357996,3.47275192813,15.6,0.294
Arkansas,Franklin County,17810,3443,29.25,23.0,2020-04-06,0.0,,,74.4234180958,20.3429923122,0.50266114725,2.61679479598,18.9,0.336
Arkansas,Fulton County,12269,3221,19.85,4.0,2020-04-23,0.0,,,72.7310836303,22.3642842171,0.859358625026,2.24271641165,19.95,0.311
Arkansas,Garland County,99154,23632,146.33,2353.0,2020-03-15,0.0,,,63.9588550106,30.1541709628,0.950066283694,2.41567241125,16.8,0.283
Arkansas,Grant County,18188,3275,28.79,251.0,2020-03-19,0.0,,,74.6960046323,20.3676896352,0.434279096699,2.53329473075,9.2,0.361
Arkansas,Greene County,45325,7242,78.46,226.0,2020-03-19,0.0,,,73.4752747253,20.989010989,0.666208791209,2.75412087912,17.25,0.378
Arkansas,Hempstead County,21741,3905,29.88,106.0,2020-03-24,18.0,2020-04-09,,62.4519982933,33.7220878965,0.312900014223,1.49338643152,23.2,0.363
Arkansas,Hot Spring County,33701,6369,54.77,214.0,2020-03-24,0.0,,,68.4608279453,26.3414224536,0.940465194391,1.99009152742,13.25,0.334
Arkansas,Howard County,13341,2394,22.67,253.0,2020-03-26,1.0,2020-04-21,,67.5444230358,28.901734104,0.470991222436,1.28452151574,21.9,0.357
Arkansas,Independence County,37678,6603,49.31,195.0,2020-03-19,0.0,,,72.9886748051,21.1648771878,0.625091925283,2.57390792764,18.5,0.298
Arkansas,Izard County,13593,3506,23.41,40.0,2020-04-06,0.0,,,74.233241506,20.404040404,0.826446280992,2.29568411387,19.4,0.303
Arkansas,Jackson County,16811,3051,26.52,14.0,2020-04-13,0.0,,,63.3275092215,30.7318967191,0.504756357989,2.15492137449,27.55,0.371
Arkansas,Jefferson County,68114,11777,78.29,2970.0,2020-03-11,101.0,2020-04-06,,35.7499709539,60.8845513342,0.604159405135,1.13860810968,22.4,0.4
Arkansas,Johnson County,26742,4400,40.53,439.0,2020-03-28,0.0,,,66.8280871671,26.6453885098,0.99053488884,3.22474136033,19.75,0.349
Arkansas,Lafayette County,6682,1606,12.65,84.0,2020-04-03,1.0,2020-04-26,,61.48981026,36.1208713985,0.175685172171,0.913562895292,20.55,0.309
Arkansas,Lawrence County,16434,3242,27.97,440.0,2020-03-23,23.0,2020-04-04,,71.4863676341,22.2163588391,0.686015831135,2.90237467018,24.15,0.38
Arkansas,Lee County,8985,1764,14.91,61.0,2020-04-01,13.0,2020-04-14,,40.6953642384,57.4503311258,0.198675496689,0.529801324503,29.55,0.346
Arkansas,Lincoln County,13383,2049,23.83,4704.0,2020-03-16,0.0,,,64.1662310507,32.723470988,0.41819132253,1.25457396759,25.1,0.329
Arkansas,Little River County,12326,2589,23.16,0.0,,0.0,,,68.2963805192,26.4733750237,0.265302255069,1.61076369149,18.25,0.329
Arkansas,Logan County,21737,4315,30.69,47.0,2020-04-06,0.0,,,72.5376153749,21.6462258187,0.68276646858,2.46554558098,15.8,0.332
Arkansas,Lonoke County,73657,9808,95.49,687.0,2020-03-26,0.0,,,73.6920057763,20.8760691673,0.629466434628,2.81408523716,12.45,0.312
Arkansas,Madison County,16481,3143,19.76,19.0,2020-04-08,0.0,,,72.0017572119,23.2391272514,0.79074535071,2.10865426856,18.2,0.328
Arkansas,Marion County,16722,4768,28.01,17.0,2020-04-10,0.0,,,74.9041015049,20.3157273532,0.781941575686,2.21304219534,16.85,0.326
Arkansas,Miller County,43592,7364,69.67,587.0,2020-03-31,5.0,2020-04-22,,70.1864512119,26.5568676196,0.428837787446,1.47296457427,18.1,0.336
Arkansas,Mississippi County,41239,6100,45.79,169.0,2020-04-02,0.0,,,53.4455066922,42.9904397706,0.48948374761,1.34608030593,25.35,0.391
Arkansas,Monroe County,6900,1601,11.36,56.0,2020-04-02,0.0,,,50.3959683225,46.724262059,0.323974082073,1.25989920806,22.65,0.351
Arkansas,Montgomery County,8924,2411,11.44,0.0,,0.0,,,74.1284932296,21.1754537597,0.92192451743,1.44050705848,18.45,0.296
Arkansas,Nevada County,8326,1718,13.48,29.0,2020-03-29,0.0,,,61.7021276596,35.6460067838,0.185013876041,1.07924761024,20.7,0.344
Arkansas,Newton County,7805,2069,9.51,42.0,2020-03-30,0.0,,,76.6053823608,18.6250999201,1.83852917666,1.30562216893,22.5,0.363
Arkansas,Ouachita County,23606,4810,32.21,108.0,2020-04-02,0.0,,,53.852351697,43.5089132843,0.241716184913,0.976936247356,20.1,0.398
Arkansas,Perry County,10352,2091,18.77,75.0,2020-03-29,0.0,,,69.8967620835,24.2843735336,0.891600187705,2.62787423745,14.7,0.338
Arkansas,Phillips County,18029,3426,25.92,72.0,2020-04-04,15.0,2020-04-12,,35.2423542989,61.9157530294,0.288517022504,0.894402769763,33.5,0.38
Arkansas,Pike County,10673,2176,17.77,72.0,2020-03-24,0.0,,,79.1457286432,17.1859296482,0.201005025126,1.83417085427,19.3,0.336
Arkansas,Poinsett County,23974,4296,31.61,258.0,2020-03-19,0.0,,,59.0585146287,35.2213053263,0.637659414854,1.98799699925,25.2,0.357
Arkansas,Polk County,20049,4611,23.38,184.0,2020-03-19,0.0,,,80.4138770542,14.7291539866,0.681679853926,1.98417528911,19.75,0.331
Arkansas,Pope County,64000,10081,78.77,731.0,2020-03-19,0.0,,,72.0900321543,22.1313734497,0.992191088654,2.71933853927,18.05,0.352
Arkansas,Prairie County,8074,1920,12.46,46.0,2020-04-03,0.0,,,72.761627907,23.6046511628,0.290697674419,1.62790697674,16.9,0.328
Arkansas,Pulaski County,392680,61075,517.75,8571.0,2020-03-12,259.0,2020-03-24,,38.3619878861,56.0406556061,0.971245124964,2.70870170422,15.9,0.331
Arkansas,Randolph County,17948,3579,27.52,242.0,2020-03-26,0.0,,,70.6804640953,22.3424270931,0.830981498902,3.18281592976,19.4,0.342
Arkansas,Saline County,121421,21564,167.81,1000.0,2020-03-15,23.0,2020-04-04,,68.1882156035,25.1949484575,1.57099927726,2.78443455438,10.15,0.315
Arkansas,Scott County,10319,2152,11.56,27.0,2020-03-31,0.0,,,78.2751810402,16.6886109282,0.691244239631,2.30414746544,25.05,0.294
Arkansas,Searcy County,7958,1988,11.95,182.0,2020-03-19,0.0,,,79.2650214592,16.1212446352,0.482832618026,1.82403433476,21.05,0.302
Arkansas,Sebastian County,127753,20504,240.51,298.0,2020-03-19,0.0,,,65.2077336295,27.6162197693,1.07890024706,3.63788843809,17.5,0.298
Arkansas,Sevier County,17139,2493,30.32,209.0,2020-03-19,0.0,,,71.7943107221,23.52297593,0.437636761488,1.81619256018,21.25,0.379
Arkansas,Sharp County,17366,4530,28.73,44.0,2020-04-02,0.0,,,74.5928788297,20.3146563621,0.676235164229,2.12531051615,21.0,0.303
Arkansas,St. Francis County,25439,4122,40.08,1115.0,2020-03-30,0.0,,,43.001345895,54.2530282638,0.242261103634,0.861372812921,30.15,0.386
Arkansas,Stone County,12457,3416,20.54,201.0,2020-03-23,0.0,,,73.2938218391,21.3541666667,1.09554597701,2.10129310345,24.15,0.342
Arkansas,Union County,39126,7017,37.65,542.0,2020-03-22,0.0,,,62.0763098643,34.485486521,0.41988681312,1.60043814276,21.0,0.309
Arkansas,Van Buren County,16603,4325,23.39,768.0,2020-03-19,46.0,2020-03-29,,75.6323777403,21.7397414278,0.0281056773468,1.15233277122,20.25,0.332
